code_iso,code_key,population_est,income_per_capita_est,income_group
USA,USA-Georgia-Irwin,40877616,26082,medio
USA,USA-Georgia-Jackson,34012060,30658,medio
USA,USA-Georgia-Jasper,38867873,82638,alto
USA,USA-Georgia-Jeff-Davis,44520632,10606,medio
USA,USA-Georgia-Jefferson,29235143,18863,medio
USA,USA-Georgia-Jenkins,42417575,5522,bajo
USA,USA-Georgia-Johnson,14133720,84168,alto
USA,USA-Georgia-Jones,2658191,6234,bajo
USA,USA-Georgia-Lamar,1358894,3373,bajo
USA,USA-Georgia-Lanier,39716422,8265,bajo
USA,USA-Georgia-Laurens,25232396,15149,medio
USA,USA-Georgia-Lee,31266552,73079,alto
USA,USA-Georgia-Liberty,3560985,2984,bajo
USA,USA-Georgia-Lincoln,24948881,32706,medio
USA,USA-Georgia-Long,27309045,60191,alto
USA,USA-Georgia-Lowndes,34301982,25012,medio
USA,USA-Georgia-Lumpkin,35363386,25833,medio
USA,USA-Georgia-Macon,43913390,7277,bajo
USA,USA-Georgia-Madison,42735573,29589,medio
USA,USA-Georgia-Marion,17716306,4907,bajo
USA,USA-Georgia-McDuffie,8786510,38807,alto
USA,USA-Georgia-McIntosh,18687518,13173,medio
USA,USA-Georgia-Meriwether,34249091,27857,medio
USA,USA-Georgia-Miller,24217963,3838,bajo
USA,USA-Georgia-Mitchell,24198041,5057,bajo
USA,USA-Georgia-Monroe,8838325,2912,bajo
USA,USA-Georgia-Montgomery,6937416,26093,medio
USA,USA-Georgia-Morgan,38949633,2651,bajo
USA,USA-Georgia-Murray,45743958,13182,medio
USA,USA-Georgia-Muscogee,45120158,9119,bajo
USA,USA-Georgia-Newton,24147617,34546,medio
USA,USA-Georgia-Oconee,2251105,5064,bajo
USA,USA-Georgia-Oglethorpe,34884739,1514,bajo
USA,USA-Georgia-Paulding,10720632,27988,medio
USA,USA-Georgia-Peach,27740519,27253,medio
USA,USA-Georgia-Pickens,30263569,16913,medio
USA,USA-Georgia-Pierce,21462647,3227,bajo
USA,USA-Georgia-Pike,31948643,12852,medio
USA,USA-Georgia-Polk,23841594,19077,medio
USA,USA-Georgia-Pulaski,5129641,28992,medio
USA,USA-Georgia-Putnam,39318102,11273,medio
USA,USA-Georgia-Quitman,34660021,17649,medio
USA,USA-Georgia-Rabun,13234541,2455,bajo
USA,USA-Georgia-Randolph,42867257,43778,alto
USA,USA-Georgia-Richmond,45817748,34776,medio
USA,USA-Georgia-Rockdale,42031153,5049,bajo
USA,USA-Georgia-Schley,18709008,25863,medio
USA,USA-Georgia-Screven,49328354,9517,bajo
USA,USA-Georgia-Seminole,12760721,43302,alto
USA,USA-Georgia-Spalding,12400870,18100,medio
USA,USA-Georgia-Stephens,38154148,3411,bajo
USA,USA-Georgia-Stewart,29169511,9599,bajo
USA,USA-Georgia-Sumter,44442707,6368,bajo
USA,USA-Georgia-Talbot,16656014,15663,medio
USA,USA-Georgia-Taliaferro,46243995,21881,medio
USA,USA-Georgia-Tattnall,43248165,1054,bajo
USA,USA-Georgia-Taylor,16872611,8798,bajo
USA,USA-Georgia-Telfair,48780129,13336,medio
USA,USA-Georgia-Terrell,49155472,6869,bajo
USA,USA-Georgia-Thomas,22850605,12534,medio
USA,USA-Georgia-Tift,8071792,12226,medio
USA,USA-Georgia-Toombs,24663591,29677,medio
USA,USA-Georgia-Towns,46513181,44585,alto
USA,USA-Georgia-Treutlen,44651994,62260,alto
USA,USA-Georgia-Troup,3245863,10166,medio
USA,USA-Georgia-Turner,10793675,20902,medio
USA,USA-Georgia-Twiggs,28827246,71392,alto
USA,USA-Georgia-Union,37947462,2847,bajo
USA,USA-Georgia-Upson,37733927,1904,bajo
USA,USA-Georgia-Walker,32363996,6678,bajo
USA,USA-Georgia-Walton,13758887,19717,medio
USA,USA-Georgia-Ware,36177193,22601,medio
USA,USA-Georgia-Warren,47376565,23103,medio
USA,USA-Georgia-Washington,3285072,23030,medio
USA,USA-Georgia-Wayne,10084698,12774,medio
USA,USA-Georgia-Webster,21605058,9517,bajo
USA,USA-Georgia-Wheeler,8686514,20150,medio
USA,USA-Georgia-White,5942572,4239,bajo
USA,USA-Georgia-Whitfield,28492724,8518,bajo
USA,USA-Georgia-Wilcox,2155977,72232,alto
USA,USA-Georgia-Wilkes,44064069,65063,alto
USA,USA-Georgia-Wilkinson,2236217,59125,alto
USA,USA-Georgia-Worth,34197163,22381,medio
USA,USA-Guam,42314796,34020,medio
USA,USA-Hawaii-Hawaii,20048018,34404,medio
USA,USA-Hawaii-Honolulu,43974403,23746,medio
USA,USA-Hawaii-Kauai,8915865,33672,medio
USA,USA-Hawaii-Maui,38155210,14094,medio
USA,USA-Idaho-Ada,26476281,12930,medio
USA,USA-Idaho-Adams,38713819,10763,medio
USA,USA-Idaho-Bannock,22184126,3950,bajo
USA,USA-Idaho-Bear-Lake,9879865,29779,medio
USA,USA-Idaho-Benewah,27227757,30103,medio
USA,USA-Idaho-Bingham,11297967,5301,bajo
USA,USA-Idaho-Blaine,27962543,49102,alto
USA,USA-Idaho-Boise,3571497,2361,bajo
USA,USA-Idaho-Bonner,24106114,20806,medio
USA,USA-Idaho-Bonneville,2880524,9713,bajo
USA,USA-Idaho-Boundary,32155513,84261,alto
USA,USA-Idaho-Butte,32858720,22436,medio
USA,USA-Idaho-Camas,37431725,32933,medio
USA,USA-Idaho-Canyon,39671943,63424,alto
USA,USA-Idaho-Caribou,47352310,18890,medio
USA,USA-Idaho-Cassia,16820950,6029,bajo
USA,USA-Idaho-Clark,17000515,8799,bajo
USA,USA-Idaho-Clearwater,36335466,18580,medio
USA,USA-Idaho-Custer,25318552,18616,medio
USA,USA-Idaho-Elmore,681253,2994,bajo
USA,USA-Idaho-Franklin,26729009,8232,bajo
USA,USA-Idaho-Fremont,32270205,6259,bajo
USA,USA-Idaho-Gem,23475520,21767,medio
USA,USA-Idaho-Gooding,6921616,2027,bajo
USA,USA-Idaho-Idaho,34570584,2526,bajo
USA,USA-Idaho-Jefferson,6625379,20958,medio
USA,USA-Idaho-Jerome,43670242,11855,medio
USA,USA-Idaho-Kootenai,22413427,25063,medio
USA,USA-Idaho-Latah,36826763,24915,medio
USA,USA-Idaho-Lemhi,47737148,27981,medio
USA,USA-Idaho-Lewis,20612307,34785,medio
USA,USA-Idaho-Lincoln,5025551,85000,alto
USA,USA-Idaho-Madison,24813477,6458,bajo
USA,USA-Idaho-Minidoka,48304603,24705,medio
USA,USA-Idaho-Nez-Perce,23423609,20108,medio
USA,USA-Idaho-Oneida,38051288,4029,bajo
USA,USA-Idaho-Owyhee,48177634,28302,medio
USA,USA-Idaho-Payette,9593663,9268,bajo
USA,USA-Idaho-Power,1218957,15761,medio
USA,USA-Idaho-Shoshone,39796734,10688,medio
USA,USA-Idaho-Teton,42729684,9481,bajo
USA,USA-Idaho-Twin-Falls,28539536,16306,medio
USA,USA-Idaho-Valley,48795397,15072,medio
USA,USA-Idaho-Washington,24895412,27739,medio
USA,USA-Illinois-Adams,16790412,28071,medio
USA,USA-Illinois-Alexander,9948256,9041,bajo
USA,USA-Illinois-Bond,49519081,20909,medio
USA,USA-Illinois-Boone,22917093,47713,alto
USA,USA-Illinois-Brown,39670093,9821,bajo
USA,USA-Illinois-Bureau,7152727,30734,medio
USA,USA-Illinois-Calhoun,49728204,32885,medio
USA,USA-Illinois-Carroll,12077196,16086,medio
USA,USA-Illinois-Cass,36168112,4708,bajo
USA,USA-Illinois-Champaign,44620333,23341,medio
USA,USA-Illinois-Christian,22996990,16667,medio
USA,USA-Illinois-Clark,27960611,47976,alto
USA,USA-Illinois-Clay,17646027,1490,bajo
USA,USA-Illinois-Clinton,20851553,47333,alto
USA,USA-Illinois-Coles,47311994,15290,medio
USA,USA-Illinois-Cook,49746184,1876,bajo
USA,USA-Illinois-Crawford,44617689,23537,medio
USA,USA-Illinois-Cumberland,3646119,33631,medio
USA,USA-Illinois-De-Witt,20344211,7702,bajo
USA,USA-Illinois-DeKalb,35231540,9255,bajo
USA,USA-Illinois-Douglas,2863507,51340,alto
USA,USA-Illinois-DuPage,24380764,83723,alto
USA,USA-Illinois-Edgar,26957160,12887,medio
USA,USA-Illinois-Edwards,25800412,7181,bajo
USA,USA-Illinois-Effingham,16460961,24560,medio
USA,USA-Illinois-Fayette,16115466,33997,medio
USA,USA-Illinois-Ford,18941543,1840,bajo
USA,USA-Illinois-Franklin,4080081,79697,alto
USA,USA-Illinois-Fulton,9548735,8472,bajo
USA,USA-Illinois-Gallatin,16624866,10094,medio
USA,USA-Illinois-Greene,37481432,29680,medio
USA,USA-Illinois-Grundy,33026347,32282,medio
USA,USA-Illinois-Hamilton,10613512,9640,bajo
USA,USA-Illinois-Hancock,41737974,22840,medio
USA,USA-Illinois-Hardin,35915148,54076,alto
USA,USA-Illinois-Henderson,12886169,30545,medio
USA,USA-Illinois-Henry,43772496,25756,medio
USA,USA-Illinois-Iroquois,30958393,8626,bajo
USA,USA-Illinois-Jackson,31349092,54665,alto
USA,USA-Illinois-Jasper,49723851,85649,alto
USA,USA-Illinois-Jefferson,36333086,20923,medio
USA,USA-Illinois-Jersey,7071944,17053,medio
USA,USA-Illinois-Jo-Daviess,26558036,82940,alto
USA,USA-Illinois-Johnson,26434936,7214,bajo
USA,USA-Illinois-Kane,20663561,20935,medio
USA,USA-Illinois-Kankakee,47272613,34041,medio
USA,USA-Illinois-Kendall,11579471,22467,medio
USA,USA-Illinois-Knox,31932728,46073,alto
USA,USA-Illinois-LaSalle,39621606,34387,medio
USA,USA-Illinois-Lake,35797846,8191,bajo
USA,USA-Illinois-Lawrence,10041671,23770,medio
USA,USA-Illinois-Lee,6144678,34490,medio
USA,USA-Illinois-Livingston,41957371,25688,medio
USA,USA-Illinois-Logan,15921898,701,bajo
USA,USA-Illinois-Macon,37541240,1998,bajo
USA,USA-Illinois-Macoupin,24417941,23829,medio
USA,USA-Illinois-Madison,42165894,38086,alto
USA,USA-Illinois-Marion,38308785,79073,alto
USA,USA-Illinois-Marshall,24047435,37590,alto
USA,USA-Illinois-Mason,2966156,17125,medio
USA,USA-Illinois-Massac,19068912,8360,bajo
USA,USA-Illinois-McDonough,15040066,73176,alto
USA,USA-Illinois-McHenry,34697675,11948,medio
USA,USA-Illinois-McLean,33569109,13963,medio
USA,USA-Illinois-Menard,8603188,10693,medio
USA,USA-Illinois-Mercer,16917550,61295,alto
USA,USA-Illinois-Monroe,16212721,15363,medio
USA,USA-Illinois-Montgomery,49788856,6387,bajo
USA,USA-Illinois-Morgan,27227933,20851,medio
USA,USA-Illinois-Moultrie,19296179,8234,bajo
USA,USA-Illinois-Ogle,5837316,77681,alto
USA,USA-Illinois-Peoria,27057758,26191,medio
USA,USA-Illinois-Perry,568745,32101,medio
USA,USA-Illinois-Piatt,25742643,40293,alto
USA,USA-Illinois-Pike,14894399,30435,medio
USA,USA-Illinois-Pope,48711012,23845,medio
USA,USA-Illinois-Pulaski,45751083,2791,bajo
USA,USA-Illinois-Putnam,42147283,24395,medio
USA,USA-Illinois-Randolph,47708365,47391,alto
USA,USA-Illinois-Richland,12850143,12698,medio
USA,USA-Illinois-Rock-Island,36435173,79334,alto
USA,USA-Illinois-Saline,41474523,9702,bajo
USA,USA-Illinois-Sangamon,34181855,1541,bajo
USA,USA-Illinois-Schuyler,42543682,2057,bajo
USA,USA-Illinois-Scott,25812855,27591,medio
USA,USA-Illinois-Shelby,2875893,4121,bajo
USA,USA-Illinois-St.-Clair,10401977,3852,bajo
USA,USA-Illinois-Stark,1260844,33839,medio
USA,USA-Illinois-Stephenson,926094,28062,medio
USA,USA-Illinois-Tazewell,21076577,20937,medio
USA,USA-Illinois-Union,43040025,24602,medio
USA,USA-Illinois-Vermilion,33811321,18972,medio
USA,USA-Illinois-Wabash,48393953,33136,medio
USA,USA-Illinois-Warren,18252304,35945,alto
USA,USA-Illinois-Washington,23402532,29812,medio
USA,USA-Illinois-Wayne,13468496,17973,medio
USA,USA-Illinois-White,22056478,33552,medio
USA,USA-Illinois-Whiteside,14766739,9239,bajo
USA,USA-Illinois-Will,37748683,51383,alto
USA,USA-Illinois-Williamson,45065292,3484,bajo
USA,USA-Illinois-Winnebago,40402595,86742,alto
USA,USA-Illinois-Woodford,5246840,2297,bajo
USA,USA-Indiana-Adams,15964465,61456,alto
USA,USA-Indiana-Allen,35307659,21248,medio
USA,USA-Indiana-Bartholomew,10770301,31427,medio
USA,USA-Indiana-Benton,29345471,12257,medio
USA,USA-Indiana-Blackford,7670064,12197,medio
USA,USA-Indiana-Boone,15773809,18222,medio
USA,USA-Indiana-Brown,17373686,9303,bajo
USA,USA-Indiana-Carroll,20761625,24152,medio
USA,USA-Indiana-Cass,28480965,30781,medio
USA,USA-Indiana-Clark,33741648,3412,bajo
USA,USA-Indiana-Clay,18963728,46004,alto
USA,USA-Indiana-Clinton,3693460,18874,medio
USA,USA-Indiana-Crawford,42076702,34832,medio
USA,USA-Indiana-Daviess,18605568,60515,alto
USA,USA-Indiana-DeKalb,20031787,25416,medio
USA,USA-Indiana-Dearborn,36458990,16152,medio
USA,USA-Indiana-Decatur,1490175,17172,medio
USA,USA-Indiana-Delaware,1839484,87046,alto
USA,USA-Indiana-Dubois,18454906,3685,bajo
USA,USA-Indiana-Elkhart,31942048,29116,medio
USA,USA-Indiana-Fayette,48080000,31708,medio
USA,USA-Indiana-Floyd,21206641,9661,bajo
USA,USA-Indiana-Fountain,43922076,8349,bajo
USA,USA-Indiana-Franklin,7227037,25765,medio
USA,USA-Indiana-Fulton,5027226,34678,medio
USA,USA-Indiana-Gibson,12310059,52467,alto
USA,USA-Indiana-Grant,2756153,31589,medio
USA,USA-Indiana-Greene,25148143,14862,medio
USA,USA-Indiana-Hamilton,48222066,3570,bajo
USA,USA-Indiana-Hancock,17891404,9063,bajo
USA,USA-Indiana-Harrison,48869258,24931,medio
USA,USA-Indiana-Hendricks,30717007,26585,medio
USA,USA-Indiana-Henry,12108334,588,bajo
USA,USA-Indiana-Howard,24079712,24772,medio
USA,USA-Indiana-Huntington,21912830,49455,alto
USA,USA-Indiana-Jackson,20570328,16299,medio
USA,USA-Indiana-Jasper,19093785,20188,medio
USA,USA-Indiana-Jay,23972516,22686,medio
USA,USA-Indiana-Jefferson,10066396,8879,bajo
USA,USA-Indiana-Jennings,17055818,5671,bajo
USA,USA-Indiana-Johnson,33433281,64323,alto
USA,USA-Indiana-Knox,35959252,27938,medio
USA,USA-Indiana-Kosciusko,25838037,31983,medio
USA,USA-Indiana-LaGrange,22332717,8921,bajo
USA,USA-Indiana-LaPorte,32810222,23441,medio
USA,USA-Indiana-Lake,44144346,554,bajo
USA,USA-Indiana-Lawrence,45799743,4866,bajo
USA,USA-Indiana-Madison,36072152,14031,medio
USA,USA-Indiana-Marion,37307281,19315,medio
USA,USA-Indiana-Marshall,25269300,3640,bajo
USA,USA-Indiana-Martin,33678992,8578,bajo
USA,USA-Indiana-Miami,5125011,11552,medio
USA,USA-Indiana-Monroe,18137203,17795,medio
USA,USA-Indiana-Montgomery,45660997,15271,medio
USA,USA-Indiana-Morgan,559656,24665,medio
USA,USA-Indiana-Newton,16602258,35115,alto
USA,USA-Indiana-Noble,28614680,4113,bajo
USA,USA-Indiana-Ohio,14087387,6872,bajo
USA,USA-Indiana-Orange,20190425,26130,medio
USA,USA-Indiana-Owen,44050993,9051,bajo
USA,USA-Indiana-Parke,27903802,34603,medio
USA,USA-Indiana-Perry,19783001,13837,medio
USA,USA-Indiana-Pike,41854417,71301,alto
USA,USA-Indiana-Porter,8490287,44610,alto
USA,USA-Indiana-Posey,44731257,63615,alto
USA,USA-Indiana-Pulaski,18126299,6331,bajo
USA,USA-Indiana-Putnam,38969104,57347,alto
USA,USA-Indiana-Randolph,37267799,1794,bajo
USA,USA-Indiana-Ripley,41539775,32354,medio
USA,USA-Indiana-Rush,39498817,25663,medio
USA,USA-Indiana-Scott,46759580,8050,bajo
USA,USA-Indiana-Shelby,49512260,28459,medio
USA,USA-Indiana-Spencer,45941435,7866,bajo
USA,USA-Indiana-St.-Joseph,16964692,5707,bajo
USA,USA-Indiana-Starke,1209217,73585,alto
USA,USA-Indiana-Steuben,31203070,2278,bajo
USA,USA-Indiana-Sullivan,41870474,873,bajo
USA,USA-Indiana-Switzerland,13517188,24770,medio
USA,USA-Indiana-Tippecanoe,32606266,82097,alto
USA,USA-Indiana-Tipton,32132771,8057,bajo
USA,USA-Indiana-Union,36514340,20457,medio
USA,USA-Indiana-Vanderburgh,45966920,77802,alto
USA,USA-Indiana-Vermillion,1941441,2073,bajo
USA,USA-Indiana-Vigo,46681201,32410,medio
USA,USA-Indiana-Wabash,31292329,30828,medio
USA,USA-Indiana-Warren,13726680,27171,medio
USA,USA-Indiana-Warrick,12323453,69313,alto
USA,USA-Indiana-Washington,26311554,9061,bajo
USA,USA-Indiana-Wayne,40064430,81266,alto
USA,USA-Indiana-Wells,43109689,80939,alto
USA,USA-Indiana-White,48763731,4874,bajo
USA,USA-Indiana-Whitley,32261324,5947,bajo
USA,USA-Iowa-Adair,22606028,44849,alto
USA,USA-Iowa-Adams,45655125,30439,medio
USA,USA-Iowa-Allamakee,39675485,26990,medio
USA,USA-Iowa-Appanoose,48665043,23336,medio
USA,USA-Iowa-Audubon,34406761,12576,medio
USA,USA-Iowa-Benton,43146622,57953,alto
USA,USA-Iowa-Black-Hawk,41307775,4624,bajo
USA,USA-Iowa-Boone,47680630,5551,bajo
USA,USA-Iowa-Bremer,9287584,84474,alto
USA,USA-Iowa-Buchanan,9990178,45068,alto
USA,USA-Iowa-Buena-Vista,184588,26967,medio
USA,USA-Iowa-Butler,37338050,56773,alto
USA,USA-Iowa-Calhoun,16228864,21001,medio
USA,USA-Iowa-Carroll,35094764,9347,bajo
USA,USA-Iowa-Cass,12717658,39881,alto
USA,USA-Iowa-Cedar,4749023,18414,medio
USA,USA-Iowa-Cerro-Gordo,41092269,2622,bajo
USA,USA-Iowa-Cherokee,33080232,17699,medio
USA,USA-Iowa-Chickasaw,14340983,34180,medio
USA,USA-Iowa-Clarke,17820506,83813,alto
USA,USA-Iowa-Clay,38189967,2720,bajo
USA,USA-Iowa-Clayton,46902742,5623,bajo
USA,USA-Iowa-Clinton,40411561,26211,medio
USA,USA-Iowa-Crawford,31799623,38550,alto
USA,USA-Iowa-Dallas,11845157,32163,medio
USA,USA-Iowa-Davis,19945762,20634,medio
USA,USA-Iowa-Decatur,8880046,31312,medio
USA,USA-Iowa-Delaware,4778424,666,bajo
USA,USA-Iowa-Des-Moines,27881254,32827,medio
USA,USA-Iowa-Dickinson,9519388,8809,bajo
USA,USA-Iowa-Dubuque,10541544,58039,alto
USA,USA-Iowa-Emmet,33408593,7842,bajo
USA,USA-Iowa-Fayette,40914385,12206,medio
USA,USA-Iowa-Floyd,20859307,1750,bajo
USA,USA-Iowa-Franklin,13206706,30390,medio
USA,USA-Iowa-Fremont,24201656,5058,bajo
USA,USA-Iowa-Greene,20581084,19863,medio
USA,USA-Iowa-Grundy,45649764,2651,bajo
USA,USA-Iowa-Guthrie,35156143,15077,medio
USA,USA-Iowa-Hamilton,2068721,25552,medio
USA,USA-Iowa-Hancock,15743562,12297,medio
USA,USA-Iowa-Hardin,40956799,19228,medio
USA,USA-Iowa-Harrison,22943441,12614,medio
USA,USA-Iowa-Henry,37641205,11879,medio
USA,USA-Iowa-Howard,15496047,35620,alto
USA,USA-Iowa-Humboldt,5403333,33082,medio
USA,USA-Iowa-Ida,13492663,6007,bajo
USA,USA-Iowa-Iowa,4522121,76030,alto
USA,USA-Iowa-Jackson,6918008,2303,bajo
USA,USA-Iowa-Jasper,42012112,67314,alto
USA,USA-Iowa-Jefferson,11874040,7616,bajo
USA,USA-Iowa-Johnson,39465158,30917,medio
USA,USA-Iowa-Jones,18951059,9759,bajo
USA,USA-Iowa-Keokuk,45987981,69693,alto
USA,USA-Iowa-Kossuth,24473497,27421,medio
USA,USA-Iowa-Lee,20988606,29567,medio
USA,USA-Iowa-Linn,42343002,9176,bajo
USA,USA-Iowa-Louisa,16102709,30648,medio
USA,USA-Iowa-Lucas,37695711,14898,medio
USA,USA-Iowa-Lyon,42895569,34821,medio
USA,USA-Iowa-Madison,13356122,6621,bajo
USA,USA-Iowa-Mahaska,32039948,15789,medio
USA,USA-Iowa-Marion,45893048,29755,medio
USA,USA-Iowa-Marshall,43540178,1850,bajo
USA,USA-Iowa-Mills,35650604,9221,bajo
USA,USA-Iowa-Mitchell,34929697,32098,medio
USA,USA-Iowa-Monona,29105955,80902,alto
USA,USA-Iowa-Monroe,36806654,4314,bajo
USA,USA-Iowa-Montgomery,25291805,33531,medio
USA,USA-Iowa-Muscatine,31633585,6985,bajo
USA,USA-Iowa-O'Brien,24110149,19980,medio
USA,USA-Iowa-Osceola,9720622,13625,medio
USA,USA-Iowa-Page,42241609,9451,bajo
USA,USA-Iowa-Palo-Alto,25899895,18117,medio
USA,USA-Iowa-Plymouth,15713721,60979,alto
USA,USA-Iowa-Pocahontas,20043721,43989,alto
USA,USA-Iowa-Polk,32478095,1031,bajo
USA,USA-Iowa-Pottawattamie,47109838,4637,bajo
USA,USA-Iowa-Poweshiek,37341196,79376,alto
USA,USA-Iowa-Ringgold,28075499,1098,bajo
USA,USA-Iowa-Sac,16645015,17428,medio
USA,USA-Iowa-Scott,11798510,8997,bajo
USA,USA-Iowa-Shelby,23512846,14904,medio
USA,USA-Iowa-Sioux,36337651,3409,bajo
USA,USA-Iowa-Story,21652128,81319,alto
USA,USA-Iowa-Tama,18431389,84830,alto
USA,USA-Iowa-Taylor,33249538,3884,bajo
USA,USA-Iowa-Union,9367832,43922,alto
USA,USA-Iowa-Van-Buren,42189476,12025,medio
USA,USA-Iowa-Wapello,30893787,4728,bajo
USA,USA-Iowa-Warren,39110068,12766,medio
USA,USA-Iowa-Washington,48725743,28482,medio
USA,USA-Iowa-Wayne,22039587,7261,bajo
USA,USA-Iowa-Webster,33639236,891,bajo
USA,USA-Iowa-Winnebago,45610430,45935,alto
USA,USA-Iowa-Winneshiek,19764093,38784,alto
USA,USA-Iowa-Woodbury,3799514,58050,alto
USA,USA-Iowa-Worth,21744323,4337,bajo
USA,USA-Iowa-Wright,18760087,28069,medio
USA,USA-Kansas-Allen,1950483,6997,bajo
USA,USA-Kansas-Anderson,19699114,70682,alto
USA,USA-Kansas-Atchison,25663159,7616,bajo
USA,USA-Kansas-Barber,22014581,23243,medio
USA,USA-Kansas-Barton,24476478,22282,medio
USA,USA-Kansas-Bourbon,28563775,55110,alto
USA,USA-Kansas-Brown,6835711,22965,medio
USA,USA-Kansas-Butler,1271402,21505,medio
USA,USA-Kansas-Chase,30724068,14951,medio
USA,USA-Kansas-Chautauqua,29051075,42655,alto
USA,USA-Kansas-Cherokee,14563939,5110,bajo
USA,USA-Kansas-Cheyenne,12239115,66617,alto
USA,USA-Kansas-Clark,26542675,52468,alto
USA,USA-Kansas-Clay,10977690,8083,bajo
USA,USA-Kansas-Cloud,35690460,9699,bajo
USA,USA-Kansas-Coffey,31094035,27701,medio
USA,USA-Kansas-Comanche,36641627,7380,bajo
USA,USA-Kansas-Cowley,2336344,12349,medio
USA,USA-Kansas-Crawford,45410140,33721,medio
USA,USA-Kansas-Decatur,13896255,29077,medio
USA,USA-Kansas-Dickinson,10748073,7708,bajo
USA,USA-Kansas-Doniphan,34641269,23720,medio
USA,USA-Kansas-Douglas,49791286,16881,medio
USA,USA-Kansas-Edwards,22504683,38722,alto
USA,USA-Kansas-Elk,11498057,4193,bajo
USA,USA-Kansas-Ellis,16135202,25332,medio
USA,USA-Kansas-Ellsworth,28286823,88544,alto
USA,USA-Kansas-Finney,43490786,17224,medio
USA,USA-Kansas-Ford,35193472,23229,medio
USA,USA-Kansas-Franklin,27587420,8302,bajo
USA,USA-Kansas-Geary,10638172,57101,alto
USA,USA-Kansas-Gove,20450505,21439,medio
USA,USA-Kansas-Graham,29364523,70902,alto
USA,USA-Kansas-Grant,2926596,37598,alto
USA,USA-Kansas-Gray,33206609,14052,medio
USA,USA-Kansas-Greeley,30887053,22741,medio
USA,USA-Kansas-Greenwood,37691868,4324,bajo
USA,USA-Kansas-Hamilton,33412592,4020,bajo
USA,USA-Kansas-Harper,27641757,11249,medio
USA,USA-Kansas-Harvey,4876940,32970,medio
USA,USA-Kansas-Haskell,20249727,25565,medio
USA,USA-Kansas-Hodgeman,394083,53458,alto
USA,USA-Kansas-Jackson,42484638,3004,bajo
USA,USA-Kansas-Jefferson,16429167,22997,medio
USA,USA-Kansas-Jewell,39172400,12014,medio
USA,USA-Kansas-Johnson,31084455,14944,medio
USA,USA-Kansas-Kearny,49415085,68716,alto
USA,USA-Kansas-Kingman,27454669,26490,medio
USA,USA-Kansas-Kiowa,42619292,20683,medio
USA,USA-Kansas-Labette,33379021,24012,medio
USA,USA-Kansas-Lane,32201226,5192,bajo
USA,USA-Kansas-Leavenworth,19838014,34730,medio
USA,USA-Kansas-Lincoln,19323263,13240,medio
USA,USA-Kansas-Linn,40028575,77530,alto
USA,USA-Kansas-Logan,11722961,48731,alto
USA,USA-Kansas-Lyon,36819424,31687,medio
USA,USA-Kansas-Marion,21584879,28018,medio
USA,USA-Kansas-Marshall,9094970,2032,bajo
USA,USA-Kansas-McPherson,39833623,8108,bajo
USA,USA-Kansas-Meade,30489362,22409,medio
USA,USA-Kansas-Miami,29637659,27824,medio
USA,USA-Kansas-Mitchell,1942303,4146,bajo
USA,USA-Kansas-Montgomery,2761821,21589,medio
USA,USA-Kansas-Morris,40879327,31983,medio
USA,USA-Kansas-Morton,31769418,2115,bajo
USA,USA-Kansas-Nemaha,23313156,19705,medio
USA,USA-Kansas-Neosho,49672128,8494,bajo
USA,USA-Kansas-Ness,436941,32680,medio
USA,USA-Kansas-Norton,12272378,50376,alto
USA,USA-Kansas-Osage,38414656,28982,medio
USA,USA-Kansas-Osborne,396354,60420,alto
USA,USA-Kansas-Ottawa,28115973,4030,bajo
USA,USA-Kansas-Pawnee,39070768,17590,medio
USA,USA-Kansas-Phillips,945709,28711,medio
USA,USA-Kansas-Pottawatomie,2495178,16565,medio
USA,USA-Kansas-Pratt,48125019,86128,alto
USA,USA-Kansas-Rawlins,6389022,11835,medio
USA,USA-Kansas-Reno,48527969,31283,medio
USA,USA-Kansas-Republic,5487630,854,bajo
USA,USA-Kansas-Rice,6298893,19797,medio
USA,USA-Kansas-Riley,16338470,30857,medio
USA,USA-Kansas-Rooks,12064240,13195,medio
USA,USA-Kansas-Rush,28698172,81636,alto
USA,USA-Kansas-Russell,18133581,9679,bajo
USA,USA-Kansas-Saline,34700510,18345,medio
USA,USA-Kansas-Scott,8885206,10906,medio
USA,USA-Kansas-Sedgwick,12942366,46955,alto
USA,USA-Kansas-Seward,49100547,83536,alto
USA,USA-Kansas-Shawnee,34097469,17198,medio
USA,USA-Kansas-Sheridan,8612541,2120,bajo
USA,USA-Kansas-Sherman,30471879,21820,medio
USA,USA-Kansas-Smith,26177544,21766,medio
USA,USA-Kansas-Stafford,48392891,66090,alto
USA,USA-Kansas-Stanton,48201644,30802,medio
USA,USA-Kansas-Stevens,17214925,18523,medio
USA,USA-Kansas-Sumner,42208579,14338,medio
USA,USA-Kansas-Thomas,24139461,25911,medio
USA,USA-Kansas-Trego,32088935,84581,alto
USA,USA-Kansas-Wabaunsee,32492616,5801,bajo
USA,USA-Kansas-Wallace,1760866,25144,medio
USA,USA-Kansas-Washington,28480337,48784,alto
USA,USA-Kansas-Wichita,37341605,2923,bajo
USA,USA-Kansas-Wilson,23020323,18272,medio
USA,USA-Kansas-Woodson,10200880,11573,medio
USA,USA-Kansas-Wyandotte,38411816,34419,medio
USA,USA-Kentucky-Adair,29352253,919,bajo
USA,USA-Kentucky-Allen,16441928,10466,medio
