FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,code_iso_x,code_key,code_iso_y,population_est,income_per_capita_est,income_group
35033.0,Mora,New-Mexico,US,2023-03-10 04:21:03,36.01095101,-104.9497716,986,22,,,"Mora, New Mexico, US",21809.334218093343,2.231237322515213,USA,USA-New-Mexico-Mora,USA,28029326,9759,bajo
35035.0,Otero,New-Mexico,US,2023-03-10 04:21:03,32.61348406,-105.7417604,17130,228,,,"Otero, New Mexico, US",25381.538005630464,1.3309982486865148,USA,USA-New-Mexico-Otero,USA,39355172,20832,medio
35037.0,Quay,New-Mexico,US,2023-03-10 04:21:03,35.10403332,-103.5481727,2564,70,,,"Quay, New Mexico, US",31067.490609475342,2.730109204368175,USA,USA-New-Mexico-Quay,USA,42515874,12030,medio
35039.0,Rio-Arriba,New-Mexico,US,2023-03-10 04:21:03,36.51072137,-106.6931674,13353,167,,,"Rio Arriba, New Mexico, US",34307.95714395827,1.2506552834569011,USA,USA-New-Mexico-Rio-Arriba,USA,33555816,16685,medio
35041.0,Roosevelt,New-Mexico,US,2023-03-10 04:21:03,34.02097406,-103.4799493,6228,110,,,"Roosevelt, New Mexico, US",33664.86486486487,1.7662170841361593,USA,USA-New-Mexico-Roosevelt,USA,25059902,32849,medio
35045.0,San-Juan,New-Mexico,US,2023-03-10 04:21:03,36.50838318,-108.320437,52461,863,,,"San Juan, New Mexico, US",42321.59279756047,1.6450315472446198,USA,USA-New-Mexico-San-Juan,USA,34405029,7291,bajo
35047.0,San-Miguel,New-Mexico,US,2023-03-10 04:21:03,35.48014807,-104.8163562,7662,85,,,"San Miguel, New Mexico, US",28089.599296110275,1.109370921430436,USA,USA-New-Mexico-San-Miguel,USA,860122,16157,medio
35043.0,Sandoval,New-Mexico,US,2023-03-10 04:21:03,35.68862401,-106.8687803,45050,516,,,"Sandoval, New Mexico, US",30698.88516368196,1.1453940066592674,USA,USA-New-Mexico-Sandoval,USA,13039792,23668,medio
35049.0,Santa-Fe,New-Mexico,US,2023-03-10 04:21:03,35.50708973,-105.9774716,40271,400,,,"Santa Fe, New Mexico, US",26783.41026084412,0.993270591740955,USA,USA-New-Mexico-Santa-Fe,USA,34294991,27001,medio
35051.0,Sierra,New-Mexico,US,2023-03-10 04:21:03,33.13028233,-107.1925893,2495,87,,,"Sierra, New Mexico, US",23121.11945139468,3.4869739478957915,USA,USA-New-Mexico-Sierra,USA,23115620,31821,medio
35053.0,Socorro,New-Mexico,US,2023-03-10 04:21:03,34.00715494,-106.9298354,4752,102,,,"Socorro, New Mexico, US",28562.841858508145,2.146464646464646,USA,USA-New-Mexico-Socorro,USA,33470390,2482,bajo
35055.0,Taos,New-Mexico,US,2023-03-10 04:21:03,36.58006022,-105.6310198,7287,108,,,"Taos, New Mexico, US",22268.74064113926,1.4820913956360642,USA,USA-New-Mexico-Taos,USA,35426447,6210,bajo
35057.0,Torrance,New-Mexico,US,2023-03-10 04:21:03,34.64048375,-105.8508949,3331,61,,,"Torrance, New Mexico, US",21544.5314015911,1.8312818973281295,USA,USA-New-Mexico-Torrance,USA,31043811,10193,medio
35059.0,Union,New-Mexico,US,2023-03-10 04:21:03,36.48126404,-103.4709624,933,20,,,"Union, New Mexico, US",22985.9571322986,2.143622722400857,USA,USA-New-Mexico-Union,USA,11358964,18164,medio
35061.0,Valencia,New-Mexico,US,2023-03-10 04:21:03,34.71669834,-106.8103733,24060,325,,,"Valencia, New Mexico, US",31373.87857291884,1.3507896924355778,USA,USA-New-Mexico-Valencia,USA,13139224,30842,medio
36001.0,Albany,New-York,US,2023-03-10 04:21:03,42.60060306,-73.97723916,79420,617,,,"Albany, New York, US",25996.21611359515,0.7768823973810124,USA,USA-New-York-Albany,USA,47963688,36119,alto
36003.0,Allegany,New-York,US,2023-03-10 04:21:03,42.25748406,-78.02750466,10902,164,,,"Allegany, New York, US",23653.207784600032,1.504311135571455,USA,USA-New-York-Allegany,USA,18792680,7411,bajo
36005.0,Bronx,New-York,US,2023-03-10 04:21:03,40.85209301,-73.86282755,553117,8529,,,"Bronx, New York, US",39001.14722321918,1.541988403900079,USA,USA-New-York-Bronx,USA,26458146,7040,bajo
36007.0,Broome,New-York,US,2023-03-10 04:21:03,42.15903158,-75.81326086,59296,604,,,"Broome, New York, US",31128.47003485784,1.0186184565569347,USA,USA-New-York-Broome,USA,20804857,22394,medio
36009.0,Cattaraugus,New-York,US,2023-03-10 04:21:03,42.24778241,-78.67923096,19417,252,,,"Cattaraugus, New York, US",25509.413140297173,1.2978317968790236,USA,USA-New-York-Cattaraugus,USA,45449465,26910,medio
36011.0,Cayuga,New-York,US,2023-03-10 04:21:03,42.91261714,-76.55731592,20651,182,,,"Cayuga, New York, US",26967.97952361053,0.8813132535954675,USA,USA-New-York-Cayuga,USA,35270124,33538,medio
36013.0,Chautauqua,New-York,US,2023-03-10 04:21:03,42.2276921,-79.36691763,29741,340,,,"Chautauqua, New York, US",23436.01018100439,1.14320298577721,USA,USA-New-York-Chautauqua,USA,25112864,89031,alto
36015.0,Chemung,New-York,US,2023-03-10 04:21:03,42.13891056,-76.7638805,26845,265,,,"Chemung, New York, US",32166.650690184048,0.9871484447755634,USA,USA-New-York-Chemung,USA,17413992,67242,alto
36017.0,Chenango,New-York,US,2023-03-10 04:21:03,42.49430041,-75.60887553,11907,141,,,"Chenango, New York, US",25222.954222890672,1.184177374653565,USA,USA-New-York-Chenango,USA,11116789,6345,bajo
36019.0,Clinton,New-York,US,2023-03-10 04:21:03,44.74530905,-73.67875352,22943,132,,,"Clinton, New York, US",28505.932782506057,0.575338883319531,USA,USA-New-York-Clinton,USA,18549203,75739,alto
36021.0,Columbia,New-York,US,2023-03-10 04:21:03,42.24819348,-73.63089095,14041,175,,,"Columbia, New York, US",23613.797278888684,1.2463499750730005,USA,USA-New-York-Columbia,USA,6533229,3173,bajo
36023.0,Cortland,New-York,US,2023-03-10 04:21:03,42.59509207,-76.07048931,13569,135,,,"Cortland, New York, US",28517.685630819025,0.9949148795047534,USA,USA-New-York-Cortland,USA,42935139,24153,medio
36025.0,Delaware,New-York,US,2023-03-10 04:21:03,42.19837623,-74.96709306,10245,93,,,"Delaware, New York, US",23212.86960462218,0.9077598828696926,USA,USA-New-York-Delaware,USA,3496082,34144,medio
36027.0,Dutchess,New-York,US,2023-03-10 04:21:03,41.7648606,-73.74356679,85482,739,,,"Dutchess, New York, US",29053.96678653244,0.8645094873774596,USA,USA-New-York-Dutchess,USA,49467238,33581,medio
36029.0,Erie,New-York,US,2023-03-10 04:21:03,42.76249024,-78.73063652,271310,2922,,,"Erie, New York, US",29531.883026269672,1.0769967933360365,USA,USA-New-York-Erie,USA,35115074,5601,bajo
36031.0,Essex,New-York,US,2023-03-10 04:21:03,44.11630765,-73.77297842,7832,84,,,"Essex, New York, US",21233.563779314085,1.0725229826353422,USA,USA-New-York-Essex,USA,43744865,13526,medio
36033.0,Franklin,New-York,US,2023-03-10 04:21:03,44.59040891,-74.29926032,12239,58,,,"Franklin, New York, US",24467.234416856583,0.4738949260560503,USA,USA-New-York-Franklin,USA,11508649,30233,medio
36035.0,Fulton,New-York,US,2023-03-10 04:21:03,43.11363907,-74.41798804,16758,186,,,"Fulton, New York, US",31392.016184927787,1.1099176512710347,USA,USA-New-York-Fulton,USA,2504903,2134,bajo
36037.0,Genesee,New-York,US,2023-03-10 04:21:03,43.0022601,-78.19135193,16743,208,,,"Genesee, New York, US",29230.097765363127,1.242310219196082,USA,USA-New-York-Genesee,USA,24576499,593,bajo
36039.0,Greene,New-York,US,2023-03-10 04:21:03,42.275797,-74.12384884,11130,155,,,"Greene, New York, US",23586.50504365517,1.3926325247079965,USA,USA-New-York-Greene,USA,24013294,29750,medio
36041.0,Hamilton,New-York,US,2023-03-10 04:21:03,43.66146647,-74.49721957,1105,5,,,"Hamilton, New York, US",25022.644927536232,0.4524886877828054,USA,USA-New-York-Hamilton,USA,22483124,17716,medio
36043.0,Herkimer,New-York,US,2023-03-10 04:21:03,43.42034246,-74.96145307,17616,214,,,"Herkimer, New York, US",28728.45284495833,1.21480472297911,USA,USA-New-York-Herkimer,USA,16198024,24331,medio
36045.0,Jefferson,New-York,US,2023-03-10 04:21:03,44.04200959,-75.94653457,27473,160,,,"Jefferson, New York, US",25013.201740808858,0.5823899828922943,USA,USA-New-York-Jefferson,USA,4872944,3446,bajo
36047.0,Kings,New-York,US,2023-03-10 04:21:03,40.6361825,-73.94935552,963672,14205,,,"Kings, New York, US",37644.86388742073,1.4740492615744776,USA,USA-New-York-Kings,USA,48652458,51472,alto
36049.0,Lewis,New-York,US,2023-03-10 04:21:03,43.7844157,-75.44903992,7412,58,,,"Lewis, New York, US",28186.796470946152,0.7825148407987048,USA,USA-New-York-Lewis,USA,33929148,3050,bajo
36051.0,Livingston,New-York,US,2023-03-10 04:21:03,42.72596275,-77.77966158,14516,141,,,"Livingston, New York, US",23072.76599802905,0.9713419674841556,USA,USA-New-York-Livingston,USA,47803791,78774,alto
36053.0,Madison,New-York,US,2023-03-10 04:21:03,42.91653905,-75.67266639,16984,146,,,"Madison, New York, US",23941.0214121594,0.8596325953838907,USA,USA-New-York-Madison,USA,38817519,32521,medio
36055.0,Monroe,New-York,US,2023-03-10 04:21:03,43.14638895,-77.69322942,193746,1854,,,"Monroe, New York, US",26119.41706998126,0.9569229816357498,USA,USA-New-York-Monroe,USA,4930791,16357,medio
36057.0,Montgomery,New-York,US,2023-03-10 04:21:03,42.90123494,-74.44011632,15172,238,,,"Montgomery, New York, US",30824.24168545946,1.5686791457948852,USA,USA-New-York-Montgomery,USA,32401010,36445,alto
36059.0,Nassau,New-York,US,2023-03-10 04:21:03,40.74066522,-73.58941873,550940,4337,,,"Nassau, New York, US",40602.12657451707,0.7872000580825498,USA,USA-New-York-Nassau,USA,25140020,5121,bajo
36061.0,New-York,New-York,US,2023-03-10 04:21:03,40.7672726,-73.97152637,596334,6168,,,"New York, New York, US",36613.97452947309,1.0343196933262233,USA,USA-New-York-New-York,USA,17241839,6835,bajo
36063.0,Niagara,New-York,US,2023-03-10 04:21:03,43.19898042,-78.74777412,60061,637,,,"Niagara, New York, US",28698.73519335248,1.060588401791512,USA,USA-New-York-Niagara,USA,25071958,28214,medio
36065.0,Oneida,New-York,US,2023-03-10 04:21:03,43.24375382,-75.43710392,69636,881,,,"Oneida, New York, US",30452.484136598,1.2651502096616694,USA,USA-New-York-Oneida,USA,8025648,7285,bajo
36067.0,Onondaga,New-York,US,2023-03-10 04:21:03,43.00491923,-76.19971155,143714,1207,,,"Onondaga, New York, US",31206.35444533232,0.8398625046968284,USA,USA-New-York-Onondaga,USA,49064750,33775,medio
36069.0,Ontario,New-York,US,2023-03-10 04:21:03,42.85145728,-77.30874425,26432,222,,,"Ontario, New York, US",24077.903385955164,0.8398910411622276,USA,USA-New-York-Ontario,USA,1320646,1054,bajo
36071.0,Orange,New-York,US,2023-03-10 04:21:03,41.40337468,-74.30240757,146219,1255,,,"Orange, New York, US",37984.88076063802,0.8583015887128211,USA,USA-New-York-Orange,USA,8439948,46956,alto
36073.0,Orleans,New-York,US,2023-03-10 04:21:03,43.2516977,-78.2320066,10655,131,,,"Orleans, New York, US",26405.13481363997,1.2294697325199435,USA,USA-New-York-Orleans,USA,14933019,28818,medio
36075.0,Oswego,New-York,US,2023-03-10 04:21:03,43.42778894,-76.14635194,34956,238,,,"Oswego, New York, US",29845.2921689833,0.680855933173132,USA,USA-New-York-Oswego,USA,17679959,9372,bajo
36077.0,Otsego,New-York,US,2023-03-10 04:21:03,42.63492579,-75.03151402,13425,108,,,"Otsego, New York, US",22565.67999596591,0.8044692737430168,USA,USA-New-York-Otsego,USA,35579183,74687,alto
36079.0,Putnam,New-York,US,2023-03-10 04:21:03,41.42630093,-73.74965532,31777,149,,,"Putnam, New York, US",32319.975589910497,0.4688925952733109,USA,USA-New-York-Putnam,USA,39406920,15593,medio
36081.0,Queens,New-York,US,2023-03-10 04:21:03,40.71088124,-73.81684712,904779,13415,,,"Queens, New York, US",40143.56716350365,1.4826825114199158,USA,USA-New-York-Queens,USA,34977717,26586,medio
36083.0,Rensselaer,New-York,US,2023-03-10 04:21:03,42.71348136,-73.51089874,42135,316,,,"Rensselaer, New York, US",26547.75256121073,0.7499703334519995,USA,USA-New-York-Rensselaer,USA,27701349,17153,medio
36085.0,Richmond,New-York,US,2023-03-10 04:21:03,40.58582155,-74.14808598,227585,2708,,,"Richmond, New York, US",47797.6154222576,1.189885097875519,USA,USA-New-York-Richmond,USA,1340657,14542,medio
36087.0,Rockland,New-York,US,2023-03-10 04:21:03,41.15027894,-74.02560498,119199,978,,,"Rockland, New York, US",36587.7914846726,0.8204766818513578,USA,USA-New-York-Rockland,USA,33487650,26192,medio
36091.0,Saratoga,New-York,US,2023-03-10 04:21:03,43.10904162,-73.86653895,62003,417,,,"Saratoga, New York, US",26973.893145047263,0.6725481025111688,USA,USA-New-York-Saratoga,USA,47469283,23403,medio
36093.0,Schenectady,New-York,US,2023-03-10 04:21:03,42.81668777,-74.05278291,44064,379,,,"Schenectady, New York, US",28373.653404078585,0.8601125635439361,USA,USA-New-York-Schenectady,USA,32118301,8510,bajo
36095.0,Schoharie,New-York,US,2023-03-10 04:21:03,42.58831742,-74.4433903,6647,44,,,"Schoharie, New York, US",21442.627181521984,0.6619527606438995,USA,USA-New-York-Schoharie,USA,15444272,61801,alto
36097.0,Schuyler,New-York,US,2023-03-10 04:21:03,42.39184015,-76.8773299,4364,32,,,"Schuyler, New York, US",24507.21626326725,0.7332722273143905,USA,USA-New-York-Schuyler,USA,5010783,19878,medio
36099.0,Seneca,New-York,US,2023-03-10 04:21:03,42.78081007,-76.82497064,7754,95,,,"Seneca, New York, US",22795.15522107244,1.225174103688419,USA,USA-New-York-Seneca,USA,35893199,1328,bajo
36089.0,St.-Lawrence,New-York,US,2023-03-10 04:21:03,44.4976179,-75.06550039,26587,223,,,"St. Lawrence, New York, US",24677.00018563208,0.838755782901418,USA,USA-New-York-St.-Lawrence,USA,25120847,17170,medio
36101.0,Steuben,New-York,US,2023-03-10 04:21:03,42.2689144,-77.3829924,25561,278,,,"Steuben, New York, US",26799.400287274977,1.087594382066429,USA,USA-New-York-Steuben,USA,21606739,28406,medio
36103.0,Suffolk,New-York,US,2023-03-10 04:21:03,40.88320119,-72.8012172,569776,4963,,,"Suffolk, New York, US",38586.99811255715,0.8710440594198422,USA,USA-New-York-Suffolk,USA,11485418,8794,bajo
36105.0,Sullivan,New-York,US,2023-03-10 04:21:03,41.71579493,-74.76394559,24840,154,,,"Sullivan, New York, US",32930.32134902959,0.6199677938808373,USA,USA-New-York-Sullivan,USA,45799019,4711,bajo
36107.0,Tioga,New-York,US,2023-03-10 04:21:03,42.16852837,-76.30835812,14190,95,,,"Tioga, New York, US",29438.00178412132,0.6694855532064834,USA,USA-New-York-Tioga,USA,48382348,5454,bajo
36109.0,Tompkins,New-York,US,2023-03-10 04:21:03,42.44945765,-76.47229843,26871,102,,,"Tompkins, New York, US",26297.70992366412,0.3795913810427598,USA,USA-New-York-Tompkins,USA,16027834,88239,alto
36111.0,Ulster,New-York,US,2023-03-10 04:21:03,41.89027881,-74.26252104,43566,420,,,"Ulster, New York, US",24534.135257049213,0.964054537942432,USA,USA-New-York-Ulster,USA,44648031,34679,medio
36113.0,Warren,New-York,US,2023-03-10 04:21:03,43.56173026,-73.8433699,19090,157,,,"Warren, New York, US",29854.247466533216,0.822420115243583,USA,USA-New-York-Warren,USA,23409482,23216,medio
36115.0,Washington,New-York,US,2023-03-10 04:21:03,43.31153794,-73.43043448,16025,137,,,"Washington, New York, US",26182.9292203124,0.8549141965678627,USA,USA-New-York-Washington,USA,10196163,7285,bajo
36117.0,Wayne,New-York,US,2023-03-10 04:21:03,43.15494365,-77.02976528,22104,203,,,"Wayne, New York, US",24582.39729531351,0.9183858125226204,USA,USA-New-York-Wayne,USA,15970724,18998,medio
36119.0,Westchester,New-York,US,2023-03-10 04:21:03,41.16278376,-73.75741653,336689,3002,,,"Westchester, New York, US",34799.68082885274,0.8916240209807864,USA,USA-New-York-Westchester,USA,5815333,33550,medio
36121.0,Wyoming,New-York,US,2023-03-10 04:21:03,42.70145109,-78.22199579,10020,96,,,"Wyoming, New York, US",25138.613612985773,0.9580838323353292,USA,USA-New-York-Wyoming,USA,5526552,14655,medio
36123.0,Yates,New-York,US,2023-03-10 04:21:03,42.63505484,-77.10369919,4471,43,,,"Yates, New York, US",17946.45365873239,0.9617535227018564,USA,USA-New-York-Yates,USA,17694488,53458,alto
37001.0,Alamance,North-Carolina,US,2023-03-10 04:21:03,36.0434701,-79.39976137,61903,572,,,"Alamance, North Carolina, US",36519.00489059578,0.9240262992100544,USA,USA-North-Carolina-Alamance,USA,46328024,16918,medio
37003.0,Alexander,North-Carolina,US,2023-03-10 04:21:03,35.9223796,-81.17751948,12774,159,,,"Alexander, North Carolina, US",34066.72533802704,1.2447158290277125,USA,USA-North-Carolina-Alexander,USA,10894890,13436,medio
37005.0,Alleghany,North-Carolina,US,2023-03-10 04:21:03,36.49360862,-81.12857041,3767,21,,,"Alleghany, North Carolina, US",33824.18963814313,0.5574727900185824,USA,USA-North-Carolina-Alleghany,USA,14202912,31432,medio
37007.0,Anson,North-Carolina,US,2023-03-10 04:21:03,34.97403241,-80.09953279,8468,113,,,"Anson, North Carolina, US",34639.61384275546,1.3344355219650448,USA,USA-North-Carolina-Anson,USA,20861627,59873,alto
37009.0,Ashe,North-Carolina,US,2023-03-10 04:21:03,36.43296207,-81.49862729,7621,95,,,"Ashe, North Carolina, US",28015.29243098188,1.246555570135153,USA,USA-North-Carolina-Ashe,USA,13989640,5372,bajo
37011.0,Avery,North-Carolina,US,2023-03-10 04:21:03,36.07569796,-81.92308483,5553,48,,,"Avery, North Carolina, US",31628.41032066982,0.864397622906537,USA,USA-North-Carolina-Avery,USA,34100796,10360,medio
37013.0,Beaufort,North-Carolina,US,2023-03-10 04:21:03,35.48531943,-76.84325809,16121,187,,,"Beaufort, North Carolina, US",34304.37928246159,1.1599776688791017,USA,USA-North-Carolina-Beaufort,USA,48106263,21909,medio
37015.0,Bertie,North-Carolina,US,2023-03-10 04:21:03,36.0688473,-76.96545943,5475,78,,,"Bertie, North Carolina, US",28896.3952076846,1.4246575342465753,USA,USA-North-Carolina-Bertie,USA,14321631,5099,bajo
37017.0,Bladen,North-Carolina,US,2023-03-10 04:21:03,34.61296243,-78.56180059,12133,149,,,"Bladen, North Carolina, US",37079.02939918098,1.2280557158163683,USA,USA-North-Carolina-Bladen,USA,26798986,7231,bajo
37019.0,Brunswick,North-Carolina,US,2023-03-10 04:21:03,34.070565,-78.22814204,41118,378,,,"Brunswick, North Carolina, US",28790.085422209773,0.919305413687436,USA,USA-North-Carolina-Brunswick,USA,29439963,12077,medio
37021.0,Buncombe,North-Carolina,US,2023-03-10 04:21:03,35.61113393,-82.53305,71015,701,,,"Buncombe, North Carolina, US",27188.91539141854,0.9871153981553192,USA,USA-North-Carolina-Buncombe,USA,19407125,2673,bajo
37023.0,Burke,North-Carolina,US,2023-03-10 04:21:03,35.74989637,-81.70755735,32001,366,,,"Burke, North Carolina, US",35366.082776150746,1.1437142589294085,USA,USA-North-Carolina-Burke,USA,27909688,14691,medio
37025.0,Cabarrus,North-Carolina,US,2023-03-10 04:21:03,35.3877799,-80.55267168,72323,567,,,"Cabarrus, North Carolina, US",33412.79631143944,0.7839829653084082,USA,USA-North-Carolina-Cabarrus,USA,4149524,27773,medio
37027.0,Caldwell,North-Carolina,US,2023-03-10 04:21:03,35.95204977,-81.54799522,30392,357,,,"Caldwell, North Carolina, US",36983.13417216286,1.1746512240063174,USA,USA-North-Carolina-Caldwell,USA,26478794,34346,medio
37029.0,Camden,North-Carolina,US,2023-03-10 04:21:03,36.33804939,-76.15568396,2207,10,,,"Camden, North Carolina, US",20309.19296954081,0.4531037607612143,USA,USA-North-Carolina-Camden,USA,27592031,6471,bajo
37031.0,Carteret,North-Carolina,US,2023-03-10 04:21:03,34.8932941,-76.54120135,18539,164,,,"Carteret, North Carolina, US",26685.187051084595,0.8846216085009979,USA,USA-North-Carolina-Carteret,USA,17778209,38514,alto
37033.0,Caswell,North-Carolina,US,2023-03-10 04:21:03,36.39312665,-79.33353281,6639,61,,,"Caswell, North Carolina, US",29370.90780392851,0.9188130742581714,USA,USA-North-Carolina-Caswell,USA,35152481,8954,bajo
37035.0,Catawba,North-Carolina,US,2023-03-10 04:21:03,35.66211129,-81.2132617,60653,678,,,"Catawba, North Carolina, US",38014.804043848046,1.1178342373831467,USA,USA-North-Carolina-Catawba,USA,25124962,12919,medio
37037.0,Chatham,North-Carolina,US,2023-03-10 04:21:03,35.70394416,-79.25541492,18211,131,,,"Chatham, North Carolina, US",24454.142607761514,0.7193454505518643,USA,USA-North-Carolina-Chatham,USA,26989772,501,bajo
37039.0,Cherokee,North-Carolina,US,2023-03-10 04:21:03,35.1349263,-84.05970864,8781,137,,,"Cherokee, North Carolina, US",30689.92031315532,1.560186766883043,USA,USA-North-Carolina-Cherokee,USA,2052361,28317,medio
37041.0,Chowan,North-Carolina,US,2023-03-10 04:21:03,36.12908077,-76.60118385,5296,66,,,"Chowan, North Carolina, US",37983.21738506778,1.246223564954683,USA,USA-North-Carolina-Chowan,USA,33082822,893,bajo
37043.0,Clay,North-Carolina,US,2023-03-10 04:21:03,35.05704275,-83.74353633,3486,51,,,"Clay, North Carolina, US",31039.08823791292,1.4629948364888123,USA,USA-North-Carolina-Clay,USA,17897186,8997,bajo
37045.0,Cleveland,North-Carolina,US,2023-03-10 04:21:03,35.33553364,-81.55204486,36816,453,,,"Cleveland, North Carolina, US",37587.67496707403,1.2304432855280314,USA,USA-North-Carolina-Cleveland,USA,20657249,1029,bajo
37047.0,Columbus,North-Carolina,US,2023-03-10 04:21:03,34.26744084,-78.65801424,19242,294,,,"Columbus, North Carolina, US",34665.273474093825,1.5279077019020892,USA,USA-North-Carolina-Columbus,USA,22669761,31007,medio
37049.0,Craven,North-Carolina,US,2023-03-10 04:21:03,35.11833364,-77.08398081,32145,263,,,"Craven, North Carolina, US",31471.817816896582,0.8181676777103749,USA,USA-North-Carolina-Craven,USA,9044612,22211,medio
37051.0,Cumberland,North-Carolina,US,2023-03-10 04:21:03,35.04762133,-78.82623165,116118,740,,,"Cumberland, North Carolina, US",34609.50376890039,0.6372827640848103,USA,USA-North-Carolina-Cumberland,USA,197486,9362,bajo
37053.0,Currituck,North-Carolina,US,2023-03-10 04:21:03,36.36123664,-75.95876401,6320,40,,,"Currituck, North Carolina, US",22764.110506789613,0.6329113924050633,USA,USA-North-Carolina-Currituck,USA,35193214,88220,alto
37055.0,Dare,North-Carolina,US,2023-03-10 04:21:03,35.66520691,-75.71767334,10060,33,,,"Dare, North Carolina, US",27182.57721094869,0.3280318091451292,USA,USA-North-Carolina-Dare,USA,33000353,8007,bajo
37057.0,Davidson,North-Carolina,US,2023-03-10 04:21:03,35.79115496,-80.21256572,56254,500,,,"Davidson, North Carolina, US",33562.63685124307,0.8888256835069506,USA,USA-North-Carolina-Davidson,USA,16718838,16495,medio
37059.0,Davie,North-Carolina,US,2023-03-10 04:21:03,35.93099927,-80.54496571,14938,124,,,"Davie, North Carolina, US",34864.39807683331,0.8300977373142322,USA,USA-North-Carolina-Davie,USA,1743391,7453,bajo
37061.0,Duplin,North-Carolina,US,2023-03-10 04:21:03,34.93449805,-77.93140529,20962,263,,,"Duplin, North Carolina, US",35685.46670979384,1.2546512737334223,USA,USA-North-Carolina-Duplin,USA,25542414,31437,medio
37063.0,Durham,North-Carolina,US,2023-03-10 04:21:03,36.03638492,-78.87608331,103313,395,,,"Durham, North Carolina, US",32135.88065495446,0.3823332978424786,USA,USA-North-Carolina-Durham,USA,25270526,29056,medio
37065.0,Edgecombe,North-Carolina,US,2023-03-10 04:21:03,35.91230639,-77.59436892,17608,178,,,"Edgecombe, North Carolina, US",34208.8902704383,1.0109041344843253,USA,USA-North-Carolina-Edgecombe,USA,35767093,11713,medio
37067.0,Forsyth,North-Carolina,US,2023-03-10 04:21:03,36.12859861,-80.25459052,125590,969,,,"Forsyth, North Carolina, US",32851.5936645784,0.7715582450832073,USA,USA-North-Carolina-Forsyth,USA,38114488,4544,bajo
37069.0,Franklin,North-Carolina,US,2023-03-10 04:21:03,36.081519,-78.28708884,26480,96,,,"Franklin, North Carolina, US",37999.5694912822,0.3625377643504531,USA,USA-North-Carolina-Franklin,USA,34727318,1135,bajo
37071.0,Gaston,North-Carolina,US,2023-03-10 04:21:03,35.29373559,-81.17477045,81942,970,,,"Gaston, North Carolina, US",36495.06299854362,1.18376412584511,USA,USA-North-Carolina-Gaston,USA,37639773,31518,medio
37073.0,Gates,North-Carolina,US,2023-03-10 04:21:03,36.44667547,-76.69749701,2457,22,,,"Gates, North Carolina, US",21250.648676699533,0.8954008954008954,USA,USA-North-Carolina-Gates,USA,2939386,7119,bajo
37075.0,Graham,North-Carolina,US,2023-03-10 04:21:03,35.3506925,-83.83369267,2968,31,,,"Graham, North Carolina, US",35161.71069778462,1.0444743935309972,USA,USA-North-Carolina-Graham,USA,29929038,24633,medio
37077.0,Granville,North-Carolina,US,2023-03-10 04:21:03,36.30337451,-78.65184241,19634,129,,,"Granville, North Carolina, US",32483.49684827027,0.657023530610166,USA,USA-North-Carolina-Granville,USA,48504936,9809,bajo
37079.0,Greene,North-Carolina,US,2023-03-10 04:21:03,35.48544173,-77.67578087,7207,78,,,"Greene, North Carolina, US",34206.654326261334,1.082281115582073,USA,USA-North-Carolina-Greene,USA,28193077,7945,bajo
37081.0,Guilford,North-Carolina,US,2023-03-10 04:21:03,36.07959451,-79.78824948,160748,1459,,,"Guilford, North Carolina, US",29924.754362646,0.907631821235723,USA,USA-North-Carolina-Guilford,USA,17745317,7102,bajo
37083.0,Halifax,North-Carolina,US,2023-03-10 04:21:03,36.25669272,-77.6556109,18892,206,,,"Halifax, North Carolina, US",37776.44471105779,1.0904086385771756,USA,USA-North-Carolina-Halifax,USA,46843658,35037,alto
37085.0,Harnett,North-Carolina,US,2023-03-10 04:21:03,35.36731853,-78.87243571,42805,377,,,"Harnett, North Carolina, US",31479.819968229687,0.88073823151501,USA,USA-North-Carolina-Harnett,USA,33633951,19824,medio
37087.0,Haywood,North-Carolina,US,2023-03-10 04:21:03,35.55269063,-82.98196486,17219,262,,,"Haywood, North Carolina, US",27631.30445945729,1.5215750043556535,USA,USA-North-Carolina-Haywood,USA,46858819,13775,medio
37089.0,Henderson,North-Carolina,US,2023-03-10 04:21:03,35.33788927,-82.4766782,33308,374,,,"Henderson, North Carolina, US",28367.27220078864,1.1228533685601056,USA,USA-North-Carolina-Henderson,USA,34525087,4585,bajo
37091.0,Hertford,North-Carolina,US,2023-03-10 04:21:03,36.3607755,-76.98104134,6384,101,,,"Hertford, North Carolina, US",26962.87536427757,1.582080200501253,USA,USA-North-Carolina-Hertford,USA,15995227,20555,medio
37093.0,Hoke,North-Carolina,US,2023-03-10 04:21:03,35.01888303,-79.23651674,19537,140,,,"Hoke, North Carolina, US",35371.329253720534,0.7165890361877463,USA,USA-North-Carolina-Hoke,USA,43149728,15120,medio
37095.0,Hyde,North-Carolina,US,2023-03-10 04:21:03,35.42017674,-76.15180542,1706,15,,,"Hyde, North Carolina, US",34555.39801498886,0.8792497069167644,USA,USA-North-Carolina-Hyde,USA,18929140,24678,medio
37097.0,Iredell,North-Carolina,US,2023-03-10 04:21:03,35.80950511,-80.8743128,61898,551,,,"Iredell, North Carolina, US",34046.18109413331,0.8901741574848945,USA,USA-North-Carolina-Iredell,USA,10618191,7244,bajo
